 r_peak96.000000 r_peak_value1.680415 rr_pre_interval96.000000 rr_post_interval98.000000 p_onset3.000000 p_onset_val1.492136 p_peak76.000000 p_peak_val-0.145939 p_end79.000000 p_end_val-0.133384 qrs_onset86.000000 qrs_onset_val0.148638 qrs_end28.000000 qrs_end_val-0.190160 t_peak22.000000 t_peak_val0.000991 t_end98.000000 t_end_val0.299376
 r_peak295988.000000 r_peak_value1.794876 rr_pre_interval251.000000 rr_post_interval181.000000 p_onset115.000000 p_onset_val-0.136677 p_peak156.000000 p_peak_val0.001380 p_end152.000000 p_end_val-0.010767 qrs_onset159.000000 qrs_onset_val-0.035172 qrs_end8.000000 qrs_end_val0.809421 t_peak79.000000 t_peak_val0.076911 t_end115.000000 t_end_val-0.136677
 r_peak296169.000000 r_peak_value1.853276 rr_pre_interval181.000000 rr_post_interval138.000000 p_onset-2.000000 p_onset_val1.813151 p_peak83.000000 p_peak_val0.099950 p_end116.000000 p_end_val-0.195661 qrs_onset124.000000 qrs_onset_val-0.100378 qrs_end18.000000 qrs_end_val-0.307698 t_peak78.000000 t_peak_val0.166408 t_end116.000000 t_end_val-0.195661
 r_peak296307.000000 r_peak_value1.428949 rr_pre_interval138.000000 rr_post_interval250.000000 p_onset125.000000 p_onset_val1.387353 p_peak192.000000 p_peak_val0.136662 p_end222.000000 p_end_val-0.029245 qrs_onset236.000000 qrs_onset_val0.088434 qrs_end18.000000 qrs_end_val-0.338700 t_peak126.000000 t_peak_val1.403419 t_end191.000000 t_end_val0.117901
 r_peak296557.000000 r_peak_value1.320910 rr_pre_interval250.000000 rr_post_interval282.000000 p_onset199.000000 p_onset_val-0.064076 p_peak229.000000 p_peak_val0.004030 p_end230.000000 p_end_val-0.000797 qrs_onset267.000000 qrs_onset_val0.085708 qrs_end16.000000 qrs_end_val-0.308808 t_peak69.000000 t_peak_val0.185405 t_end70.000000 t_end_val0.169339
 r_peak296839.000000 r_peak_value1.563514 rr_pre_interval282.000000 rr_post_interval146.000000 p_onset82.000000 p_onset_val0.069701 p_peak123.000000 p_peak_val0.131315 p_end126.000000 p_end_val0.160312 qrs_onset133.000000 qrs_onset_val0.054639 qrs_end15.000000 qrs_end_val-0.342834 t_peak74.000000 t_peak_val0.114560 t_end82.000000 t_end_val0.069701
 r_peak296985.000000 r_peak_value1.436974 rr_pre_interval146.000000 rr_post_interval245.000000 p_onset110.000000 p_onset_val1.395221 p_peak174.000000 p_peak_val0.101898 p_end181.000000 p_end_val0.063464 qrs_onset232.000000 qrs_onset_val0.209373 qrs_end9.000000 qrs_end_val0.268777 t_peak109.000000 t_peak_val1.403355 t_end110.000000 t_end_val1.395221
 r_peak297230.000000 r_peak_value1.227367 rr_pre_interval245.000000 rr_post_interval216.000000 p_onset159.000000 p_onset_val-0.064041 p_peak181.000000 p_peak_val-0.000202 p_end194.000000 p_end_val-0.103525 qrs_onset201.000000 qrs_onset_val-0.107395 qrs_end17.000000 qrs_end_val-0.322914 t_peak55.000000 t_peak_val0.221713 t_end102.000000 t_end_val-0.025702
 r_peak297446.000000 r_peak_value1.005300 rr_pre_interval216.000000 rr_post_interval210.000000 p_onset107.000000 p_onset_val0.028182 p_peak134.000000 p_peak_val0.073575 p_end145.000000 p_end_val0.027743 qrs_onset194.000000 qrs_onset_val0.054327 qrs_end17.000000 qrs_end_val-0.308339 t_peak61.000000 t_peak_val0.133294 t_end70.000000 t_end_val0.085911
 r_peak297656.000000 r_peak_value1.155269 rr_pre_interval210.000000 rr_post_interval262.000000 p_onset219.000000 p_onset_val-0.017285 p_peak241.000000 p_peak_val0.142967 p_end239.000000 p_end_val0.026540 qrs_onset246.000000 qrs_onset_val0.045568 qrs_end16.000000 qrs_end_val-0.269325 t_peak73.000000 t_peak_val0.346739 t_end100.000000 t_end_val-0.060847
 r_peak297918.000000 r_peak_value1.116698 rr_pre_interval262.000000 rr_post_interval256.000000 p_onset212.000000 p_onset_val-0.111674 p_peak235.000000 p_peak_val0.018528 p_end234.000000 p_end_val-0.037460 qrs_onset241.000000 qrs_onset_val0.086864 qrs_end15.000000 qrs_end_val-0.154352 t_peak73.000000 t_peak_val0.429924 t_end81.000000 t_end_val0.090848
 r_peak298174.000000 r_peak_value1.281723 rr_pre_interval256.000000 rr_post_interval239.000000 p_onset182.000000 p_onset_val-0.068118 p_peak218.000000 p_peak_val0.124671 p_end216.000000 p_end_val0.018652 qrs_onset223.000000 qrs_onset_val0.111521 qrs_end14.000000 qrs_end_val-0.218291 t_peak66.000000 t_peak_val0.339751 t_end68.000000 t_end_val0.303732
 r_peak298413.000000 r_peak_value1.186880 rr_pre_interval239.000000 rr_post_interval147.000000 p_onset71.000000 p_onset_val0.406816 p_peak94.000000 p_peak_val0.110923 p_end123.000000 p_end_val-0.085972 qrs_onset132.000000 qrs_onset_val0.098731 qrs_end14.000000 qrs_end_val-0.267415 t_peak71.000000 t_peak_val0.406816 t_end123.000000 t_end_val-0.085972
 r_peak298560.000000 r_peak_value0.962414 rr_pre_interval147.000000 rr_post_interval121.000000 p_onset1.000000 p_onset_val0.943402 p_peak73.000000 p_peak_val0.235111 p_end93.000000 p_end_val-0.177052 qrs_onset105.000000 qrs_onset_val-0.084966 qrs_end17.000000 qrs_end_val-0.141723 t_peak63.000000 t_peak_val0.394358 t_end93.000000 t_end_val-0.177052
 r_peak298681.000000 r_peak_value1.249266 rr_pre_interval121.000000 rr_post_interval118.000000 p_onset35.000000 p_onset_val-0.400562 p_peak71.000000 p_peak_val0.162195 p_end90.000000 p_end_val-0.110971 qrs_onset102.000000 qrs_onset_val0.216803 qrs_end18.000000 qrs_end_val-0.266361 t_peak67.000000 t_peak_val0.258245 t_end90.000000 t_end_val-0.110971
 r_peak298799.000000 r_peak_value1.100924 rr_pre_interval118.000000 rr_post_interval245.000000 p_onset165.000000 p_onset_val0.071790 p_peak201.000000 p_peak_val0.263089 p_end224.000000 p_end_val0.030159 qrs_onset225.000000 qrs_onset_val0.135190 qrs_end18.000000 qrs_end_val-0.193622 t_peak52.000000 t_peak_val0.555188 t_end69.000000 t_end_val0.016269
 r_peak299044.000000 r_peak_value1.052774 rr_pre_interval245.000000 rr_post_interval246.000000 p_onset175.000000 p_onset_val-0.032180 p_peak204.000000 p_peak_val0.014668 p_end223.000000 p_end_val-0.050347 qrs_onset234.000000 qrs_onset_val-0.017604 qrs_end13.000000 qrs_end_val-0.256004 t_peak71.000000 t_peak_val0.183119 t_end122.000000 t_end_val0.053763
 r_peak299290.000000 r_peak_value0.881205 rr_pre_interval246.000000 rr_post_interval168.000000 p_onset59.000000 p_onset_val0.273355 p_peak107.000000 p_peak_val0.076367 p_end123.000000 p_end_val-0.030295 qrs_onset154.000000 qrs_onset_val0.091616 qrs_end15.000000 qrs_end_val-0.266444 t_peak64.000000 t_peak_val0.281960 t_end107.000000 t_end_val0.076367
 r_peak299458.000000 r_peak_value0.996602 rr_pre_interval168.000000 rr_post_interval159.000000 p_onset60.000000 p_onset_val0.299607 p_peak101.000000 p_peak_val-0.056426 p_end118.000000 p_end_val-0.091333 qrs_onset144.000000 qrs_onset_val-0.058669 qrs_end15.000000 qrs_end_val-0.275422 t_peak59.000000 t_peak_val0.334952 t_end84.000000 t_end_val-0.081161
 r_peak299617.000000 r_peak_value1.066645 rr_pre_interval159.000000 rr_post_interval211.000000 p_onset159.000000 p_onset_val-0.063621 p_peak177.000000 p_peak_val-0.051568 p_end182.000000 p_end_val-0.064780 qrs_onset202.000000 qrs_onset_val-0.034970 qrs_end15.000000 qrs_end_val-0.216491 t_peak56.000000 t_peak_val0.258900 t_end60.000000 t_end_val0.235059
 r_peak299828.000000 r_peak_value1.059356 rr_pre_interval211.000000 rr_post_interval292.000000 p_onset241.000000 p_onset_val-0.024966 p_peak265.000000 p_peak_val0.084280 p_end267.000000 p_end_val0.012509 qrs_onset275.000000 qrs_onset_val-0.039843 qrs_end12.000000 qrs_end_val-0.158951 t_peak72.000000 t_peak_val0.353886 t_end114.000000 t_end_val0.012772
 r_peak300120.000000 r_peak_value1.144814 rr_pre_interval292.000000 rr_post_interval156.000000 p_onset77.000000 p_onset_val0.205925 p_peak135.000000 p_peak_val0.277256 p_end133.000000 p_end_val0.117068 qrs_onset140.000000 qrs_onset_val-0.102289 qrs_end15.000000 qrs_end_val-0.183619 t_peak73.000000 t_peak_val0.210030 t_end77.000000 t_end_val0.205925
 r_peak300276.000000 r_peak_value1.148273 rr_pre_interval156.000000 rr_post_interval222.000000 p_onset129.000000 p_onset_val0.081050 p_peak195.000000 p_peak_val0.080613 p_end199.000000 p_end_val-0.068070 qrs_onset206.000000 qrs_onset_val0.238184 qrs_end20.000000 qrs_end_val-0.173262 t_peak75.000000 t_peak_val0.272726 t_end77.000000 t_end_val0.170970
 r_peak300498.000000 r_peak_value1.239987 rr_pre_interval222.000000 rr_post_interval262.000000 p_onset133.000000 p_onset_val-0.015660 p_peak171.000000 p_peak_val0.196142 p_end196.000000 p_end_val-0.134406 qrs_onset249.000000 qrs_onset_val0.171113 qrs_end17.000000 qrs_end_val-0.132725 t_peak70.000000 t_peak_val0.252526 t_end75.000000 t_end_val0.177744
 r_peak300760.000000 r_peak_value0.946959 rr_pre_interval262.000000 rr_post_interval209.000000 p_onset137.000000 p_onset_val0.046300 p_peak174.000000 p_peak_val0.115047 p_end186.000000 p_end_val-0.123494 qrs_onset192.000000 qrs_onset_val0.001145 qrs_end20.000000 qrs_end_val-0.219513 t_peak70.000000 t_peak_val0.328793 t_end104.000000 t_end_val-0.005830
 r_peak300969.000000 r_peak_value1.172259 rr_pre_interval209.000000 rr_post_interval164.000000 p_onset65.000000 p_onset_val0.342415 p_peak99.000000 p_peak_val0.080612 p_end125.000000 p_end_val-0.170909 qrs_onset144.000000 qrs_onset_val-0.119294 qrs_end13.000000 qrs_end_val-0.134654 t_peak64.000000 t_peak_val0.343152 t_end66.000000 t_end_val0.336694
 r_peak301133.000000 r_peak_value1.292462 rr_pre_interval164.000000 rr_post_interval221.000000 p_onset122.000000 p_onset_val-0.080800 p_peak160.000000 p_peak_val-0.004169 p_end176.000000 p_end_val-0.087193 qrs_onset207.000000 qrs_onset_val0.088936 qrs_end21.000000 qrs_end_val-0.349279 t_peak58.000000 t_peak_val0.265657 t_end63.000000 t_end_val0.251238
 r_peak301354.000000 r_peak_value1.095785 rr_pre_interval221.000000 rr_post_interval330.000000 p_onset236.000000 p_onset_val-0.208964 p_peak271.000000 p_peak_val1.245597 p_end272.000000 p_end_val1.211177 qrs_onset315.000000 qrs_onset_val0.064906 qrs_end16.000000 qrs_end_val-0.202899 t_peak143.000000 t_peak_val0.976664 t_end147.000000 t_end_val0.529140
 r_peak301684.000000 r_peak_value0.848526 rr_pre_interval330.000000 rr_post_interval209.000000 p_onset112.000000 p_onset_val0.384390 p_peak139.000000 p_peak_val0.392885 p_end168.000000 p_end_val0.008966 qrs_onset194.000000 qrs_onset_val-0.266393 qrs_end7.000000 qrs_end_val0.366270 t_peak62.000000 t_peak_val0.871975 t_end87.000000 t_end_val-0.316175
 r_peak301893.000000 r_peak_value0.733748 rr_pre_interval209.000000 rr_post_interval252.000000 p_onset138.000000 p_onset_val-0.066974 p_peak168.000000 p_peak_val0.290017 p_end188.000000 p_end_val0.080644 qrs_onset241.000000 qrs_onset_val-0.006126 qrs_end14.000000 qrs_end_val-0.323634 t_peak53.000000 t_peak_val0.523813 t_end62.000000 t_end_val0.371226
 r_peak302145.000000 r_peak_value1.255896 rr_pre_interval252.000000 rr_post_interval144.000000 p_onset78.000000 p_onset_val0.202181 p_peak111.000000 p_peak_val0.221994 p_end112.000000 p_end_val0.201085 qrs_onset128.000000 qrs_onset_val-0.326327 qrs_end15.000000 qrs_end_val-0.208008 t_peak76.000000 t_peak_val0.271256 t_end92.000000 t_end_val0.028498
 r_peak302289.000000 r_peak_value1.110145 rr_pre_interval144.000000 rr_post_interval142.000000 p_onset102.000000 p_onset_val0.032647 p_peak121.000000 p_peak_val0.069011 p_end120.000000 p_end_val0.042899 qrs_onset127.000000 qrs_onset_val0.143729 qrs_end23.000000 qrs_end_val-0.264246 t_peak65.000000 t_peak_val0.288887 t_end102.000000 t_end_val0.032647
 r_peak302431.000000 r_peak_value1.280782 rr_pre_interval142.000000 rr_post_interval222.000000 p_onset180.000000 p_onset_val-0.052896 p_peak201.000000 p_peak_val0.034217 p_end199.000000 p_end_val-0.072083 qrs_onset206.000000 qrs_onset_val0.142461 qrs_end16.000000 qrs_end_val-0.342634 t_peak61.000000 t_peak_val0.154015 t_end85.000000 t_end_val-0.034292
 r_peak302653.000000 r_peak_value1.094154 rr_pre_interval222.000000 rr_post_interval150.000000 p_onset107.000000 p_onset_val-0.017947 p_peak129.000000 p_peak_val0.240628 p_end129.000000 p_end_val0.240628 qrs_onset136.000000 qrs_onset_val-0.246143 qrs_end13.000000 qrs_end_val-0.216019 t_peak68.000000 t_peak_val0.232584 t_end97.000000 t_end_val0.005721
 r_peak302803.000000 r_peak_value0.636162 rr_pre_interval150.000000 rr_post_interval365.000000 p_onset301.000000 p_onset_val0.021051 p_peak344.000000 p_peak_val0.171944 p_end347.000000 p_end_val0.154702 qrs_onset350.000000 qrs_onset_val0.232163 qrs_end14.000000 qrs_end_val-0.221643 t_peak65.000000 t_peak_val0.352868 t_end119.000000 t_end_val0.026268
 r_peak303168.000000 r_peak_value1.346613 rr_pre_interval365.000000 rr_post_interval187.000000 p_onset76.000000 p_onset_val-0.004766 p_peak121.000000 p_peak_val0.327820 p_end177.000000 p_end_val0.742177 qrs_onset184.000000 qrs_onset_val1.128698 qrs_end15.000000 qrs_end_val-0.052382 t_peak62.000000 t_peak_val0.093917 t_end76.000000 t_end_val-0.004766
 r_peak303355.000000 r_peak_value1.321832 rr_pre_interval187.000000 rr_post_interval381.000000 p_onset167.000000 p_onset_val0.612790 p_peak229.000000 p_peak_val0.118682 p_end260.000000 p_end_val0.042867 qrs_onset367.000000 qrs_onset_val-0.127521 qrs_end4.000000 qrs_end_val1.535500 t_peak21.000000 t_peak_val2.268526 t_end22.000000 t_end_val2.264686
 r_peak303736.000000 r_peak_value0.749516 rr_pre_interval381.000000 rr_post_interval291.000000 p_onset136.000000 p_onset_val0.256865 p_peak195.000000 p_peak_val0.462725 p_end253.000000 p_end_val0.001785 qrs_onset279.000000 qrs_onset_val-0.173025 qrs_end15.000000 qrs_end_val-0.159700 t_peak131.000000 t_peak_val0.434278 t_end140.000000 t_end_val-0.065972
 r_peak304027.000000 r_peak_value0.785281 rr_pre_interval291.000000 rr_post_interval198.000000 p_onset64.000000 p_onset_val0.394373 p_peak144.000000 p_peak_val-0.005501 p_end161.000000 p_end_val-0.095766 qrs_onset181.000000 qrs_onset_val-0.141597 qrs_end18.000000 qrs_end_val-0.257855 t_peak61.000000 t_peak_val0.421160 t_end64.000000 t_end_val0.394373
 r_peak304225.000000 r_peak_value1.060972 rr_pre_interval198.000000 rr_post_interval269.000000 p_onset216.000000 p_onset_val-0.030532 p_peak248.000000 p_peak_val0.026206 p_end249.000000 p_end_val0.091018 qrs_onset254.000000 qrs_onset_val0.130720 qrs_end17.000000 qrs_end_val-0.202258 t_peak74.000000 t_peak_val0.530341 t_end133.000000 t_end_val-0.033261
 r_peak304494.000000 r_peak_value1.042022 rr_pre_interval269.000000 rr_post_interval205.000000 p_onset112.000000 p_onset_val-0.060657 p_peak169.000000 p_peak_val0.063559 p_end174.000000 p_end_val0.022806 qrs_onset186.000000 qrs_onset_val0.050282 qrs_end16.000000 qrs_end_val-0.233824 t_peak62.000000 t_peak_val0.270441 t_end65.000000 t_end_val0.196569
 r_peak304699.000000 r_peak_value1.419451 rr_pre_interval205.000000 rr_post_interval139.000000 p_onset-1.000000 p_onset_val1.388683 p_peak84.000000 p_peak_val0.001318 p_end111.000000 p_end_val-0.200158 qrs_onset123.000000 qrs_onset_val-0.014891 qrs_end23.000000 qrs_end_val-0.406613 t_peak72.000000 t_peak_val0.162179 t_end138.000000 t_end_val1.294827
 r_peak304838.000000 r_peak_value1.364968 rr_pre_interval139.000000 rr_post_interval185.000000 p_onset112.000000 p_onset_val-0.083434 p_peak164.000000 p_peak_val-0.010033 p_end171.000000 p_end_val0.301644 qrs_onset178.000000 qrs_onset_val1.035548 qrs_end22.000000 qrs_end_val-0.375361 t_peak65.000000 t_peak_val0.170122 t_end112.000000 t_end_val-0.083434
 r_peak305023.000000 r_peak_value1.741629 rr_pre_interval185.000000 rr_post_interval134.000000 p_onset85.000000 p_onset_val0.025081 p_peak113.000000 p_peak_val0.060318 p_end111.000000 p_end_val-0.044855 qrs_onset118.000000 qrs_onset_val-0.089432 qrs_end11.000000 qrs_end_val0.341974 t_peak78.000000 t_peak_val0.023795 t_end85.000000 t_end_val0.025081
 r_peak305157.000000 r_peak_value1.235535 rr_pre_interval134.000000 rr_post_interval224.000000 p_onset184.000000 p_onset_val-0.074563 p_peak203.000000 p_peak_val0.011425 p_end201.000000 p_end_val-0.072039 qrs_onset208.000000 qrs_onset_val0.133306 qrs_end25.000000 qrs_end_val-0.367863 t_peak69.000000 t_peak_val0.172261 t_end108.000000 t_end_val-0.030781
 r_peak305381.000000 r_peak_value1.254230 rr_pre_interval224.000000 rr_post_interval355.000000 p_onset294.000000 p_onset_val-0.033574 p_peak334.000000 p_peak_val0.054656 p_end329.000000 p_end_val0.012681 qrs_onset336.000000 qrs_onset_val0.128591 qrs_end18.000000 qrs_end_val-0.289580 t_peak73.000000 t_peak_val0.126785 t_end75.000000 t_end_val0.111613
 r_peak305736.000000 r_peak_value1.441462 rr_pre_interval355.000000 rr_post_interval248.000000 p_onset127.000000 p_onset_val-0.012084 p_peak169.000000 p_peak_val-0.009888 p_end211.000000 p_end_val-0.035971 qrs_onset233.000000 qrs_onset_val0.090016 qrs_end18.000000 qrs_end_val-0.305326 t_peak79.000000 t_peak_val0.147463 t_end127.000000 t_end_val-0.012084
 r_peak305984.000000 r_peak_value1.480110 rr_pre_interval248.000000 rr_post_interval287.000000 p_onset240.000000 p_onset_val-0.024282 p_peak264.000000 p_peak_val-0.006317 p_end266.000000 p_end_val-0.052242 qrs_onset273.000000 qrs_onset_val0.184561 qrs_end16.000000 qrs_end_val-0.187524 t_peak66.000000 t_peak_val0.278478 t_end68.000000 t_end_val0.263948
 r_peak306271.000000 r_peak_value1.401786 rr_pre_interval287.000000 rr_post_interval341.000000 p_onset299.000000 p_onset_val-0.068916 p_peak320.000000 p_peak_val0.036554 p_end319.000000 p_end_val-0.037976 qrs_onset326.000000 qrs_onset_val-0.090797 qrs_end22.000000 qrs_end_val-0.281346 t_peak72.000000 t_peak_val0.317963 t_end122.000000 t_end_val-0.071504
 r_peak306612.000000 r_peak_value0.678544 rr_pre_interval341.000000 rr_post_interval241.000000 p_onset190.000000 p_onset_val-0.100092 p_peak220.000000 p_peak_val-0.025531 p_end217.000000 p_end_val-0.082773 qrs_onset224.000000 qrs_onset_val-0.112037 qrs_end15.000000 qrs_end_val-0.191706 t_peak69.000000 t_peak_val0.489251 t_end119.000000 t_end_val-0.002254
 r_peak306853.000000 r_peak_value1.022666 rr_pre_interval241.000000 rr_post_interval176.000000 p_onset112.000000 p_onset_val-0.052195 p_peak142.000000 p_peak_val0.030972 p_end144.000000 p_end_val-0.004153 qrs_onset158.000000 qrs_onset_val-0.074968 qrs_end14.000000 qrs_end_val0.048762 t_peak67.000000 t_peak_val0.465642 t_end112.000000 t_end_val-0.052195
 r_peak307029.000000 r_peak_value1.123027 rr_pre_interval176.000000 rr_post_interval268.000000 p_onset196.000000 p_onset_val0.034953 p_peak247.000000 p_peak_val0.199733 p_end248.000000 p_end_val0.264733 qrs_onset253.000000 qrs_onset_val0.307335 qrs_end16.000000 qrs_end_val-0.232397 t_peak77.000000 t_peak_val0.558402 t_end99.000000 t_end_val-0.020438
 r_peak307297.000000 r_peak_value1.396771 rr_pre_interval268.000000 rr_post_interval220.000000 p_onset168.000000 p_onset_val0.225912 p_peak199.000000 p_peak_val1.059564 p_end210.000000 p_end_val1.362543 qrs_onset213.000000 qrs_onset_val1.228374 qrs_end17.000000 qrs_end_val-0.157147 t_peak74.000000 t_peak_val0.294827 t_end111.000000 t_end_val-0.013293
 r_peak307517.000000 r_peak_value0.944330 rr_pre_interval220.000000 rr_post_interval232.000000 p_onset150.000000 p_onset_val-0.067867 p_peak189.000000 p_peak_val0.105472 p_end205.000000 p_end_val-0.059215 qrs_onset219.000000 qrs_onset_val-0.019529 qrs_end15.000000 qrs_end_val0.231994 t_peak57.000000 t_peak_val0.260426 t_end71.000000 t_end_val-0.217256
 r_peak307749.000000 r_peak_value0.808684 rr_pre_interval232.000000 rr_post_interval333.000000 p_onset251.000000 p_onset_val-0.130299 p_peak302.000000 p_peak_val0.753872 p_end307.000000 p_end_val-0.161347 qrs_onset314.000000 qrs_onset_val-0.058809 qrs_end14.000000 qrs_end_val-0.158950 t_peak69.000000 t_peak_val0.400656 t_end104.000000 t_end_val0.138183
 r_peak308082.000000 r_peak_value2.156160 rr_pre_interval333.000000 rr_post_interval331.000000 p_onset271.000000 p_onset_val0.030048 p_peak294.000000 p_peak_val0.208715 p_end308.000000 p_end_val-0.059061 qrs_onset316.000000 qrs_onset_val-0.173433 qrs_end15.000000 qrs_end_val1.882383 t_peak93.000000 t_peak_val0.422900 t_end133.000000 t_end_val-0.008056
 r_peak308413.000000 r_peak_value0.738713 rr_pre_interval331.000000 rr_post_interval171.000000 p_onset120.000000 p_onset_val0.048558 p_peak150.000000 p_peak_val0.211707 p_end147.000000 p_end_val0.110140 qrs_onset154.000000 qrs_onset_val-0.139500 qrs_end18.000000 qrs_end_val-0.260034 t_peak64.000000 t_peak_val0.396426 t_end108.000000 t_end_val0.050361
 r_peak308584.000000 r_peak_value0.862288 rr_pre_interval171.000000 rr_post_interval229.000000 p_onset149.000000 p_onset_val-0.055829 p_peak172.000000 p_peak_val0.013638 p_end201.000000 p_end_val-0.044324 qrs_onset214.000000 qrs_onset_val-0.003949 qrs_end19.000000 qrs_end_val-0.248793 t_peak62.000000 t_peak_val0.291975 t_end90.000000 t_end_val-0.025422
