 r_peak670.000000 r_peak_value0.754263 rr_pre_interval670.000000 rr_post_interval211.000000 p_onset87.000000 p_onset_val-0.163854 p_peak127.000000 p_peak_val0.053889 p_end152.000000 p_end_val-0.272037 qrs_onset199.000000 qrs_onset_val-0.263700 qrs_end5.000000 qrs_end_val0.905251 t_peak20.000000 t_peak_val1.131756 t_end80.000000 t_end_val-0.142804
 r_peak424261.000000 r_peak_value1.877947 rr_pre_interval315.000000 rr_post_interval314.000000 p_onset262.000000 p_onset_val-0.231033 p_peak287.000000 p_peak_val-0.186441 p_end292.000000 p_end_val-0.191002 qrs_onset299.000000 qrs_onset_val-0.154043 qrs_end20.000000 qrs_end_val-0.212162 t_peak124.000000 t_peak_val1.194200 t_end196.000000 t_end_val-0.329532
 r_peak424575.000000 r_peak_value1.989843 rr_pre_interval314.000000 rr_post_interval318.000000 p_onset221.000000 p_onset_val-0.139217 p_peak262.000000 p_peak_val0.217305 p_end291.000000 p_end_val-0.210234 qrs_onset303.000000 qrs_onset_val-0.288932 qrs_end19.000000 qrs_end_val0.619435 t_peak128.000000 t_peak_val1.281773 t_end221.000000 t_end_val-0.139217
 r_peak424893.000000 r_peak_value1.829562 rr_pre_interval318.000000 rr_post_interval300.000000 p_onset125.000000 p_onset_val1.253951 p_peak187.000000 p_peak_val0.338214 p_end248.000000 p_end_val-0.420439 qrs_onset284.000000 qrs_onset_val-0.450377 qrs_end20.000000 qrs_end_val0.010910 t_peak124.000000 t_peak_val1.262886 t_end168.000000 t_end_val-0.097004
 r_peak425193.000000 r_peak_value1.831269 rr_pre_interval300.000000 rr_post_interval293.000000 p_onset121.000000 p_onset_val1.771099 p_peak183.000000 p_peak_val-0.189088 p_end258.000000 p_end_val-0.392585 qrs_onset278.000000 qrs_onset_val-0.250704 qrs_end21.000000 qrs_end_val-0.447665 t_peak119.000000 t_peak_val1.772619 t_end165.000000 t_end_val-0.243774
 r_peak425486.000000 r_peak_value2.006757 rr_pre_interval293.000000 rr_post_interval522.000000 p_onset225.000000 p_onset_val-1.703114 p_peak314.000000 p_peak_val1.148359 p_end431.000000 p_end_val-0.151928 qrs_onset515.000000 qrs_onset_val0.355767 qrs_end18.000000 qrs_end_val-0.123101 t_peak298.000000 t_peak_val1.445022 t_end431.000000 t_end_val-0.151928
 r_peak426008.000000 r_peak_value1.674686 rr_pre_interval522.000000 rr_post_interval313.000000 p_onset233.000000 p_onset_val-0.256772 p_peak273.000000 p_peak_val0.153465 p_end284.000000 p_end_val0.050722 qrs_onset298.000000 qrs_onset_val-0.183525 qrs_end16.000000 qrs_end_val0.194232 t_peak123.000000 t_peak_val1.404436 t_end193.000000 t_end_val-0.220344
 r_peak426321.000000 r_peak_value1.847337 rr_pre_interval313.000000 rr_post_interval312.000000 p_onset129.000000 p_onset_val1.287919 p_peak207.000000 p_peak_val0.340333 p_end267.000000 p_end_val-0.381128 qrs_onset301.000000 qrs_onset_val-0.356472 qrs_end19.000000 qrs_end_val0.081335 t_peak129.000000 t_peak_val1.287919 t_end209.000000 t_end_val0.304235
 r_peak426633.000000 r_peak_value1.802884 rr_pre_interval312.000000 rr_post_interval314.000000 p_onset43.000000 p_onset_val-2.682366 p_peak195.000000 p_peak_val-0.250189 p_end201.000000 p_end_val-0.255002 qrs_onset301.000000 qrs_onset_val-0.233621 qrs_end23.000000 qrs_end_val-0.830079 t_peak133.000000 t_peak_val1.640943 t_end184.000000 t_end_val-0.251741
 r_peak426947.000000 r_peak_value1.922648 rr_pre_interval314.000000 rr_post_interval304.000000 p_onset126.000000 p_onset_val1.262469 p_peak188.000000 p_peak_val-0.138551 p_end196.000000 p_end_val-0.178082 qrs_onset290.000000 qrs_onset_val-0.217792 qrs_end28.000000 qrs_end_val-1.637508 t_peak127.000000 t_peak_val1.272422 t_end189.000000 t_end_val-0.161671
 r_peak427251.000000 r_peak_value1.996457 rr_pre_interval304.000000 rr_post_interval301.000000 p_onset190.000000 p_onset_val-0.039295 p_peak248.000000 p_peak_val0.180691 p_end279.000000 p_end_val-0.381285 qrs_onset290.000000 qrs_onset_val-0.352131 qrs_end19.000000 qrs_end_val0.127820 t_peak122.000000 t_peak_val1.391636 t_end190.000000 t_end_val-0.039295
 r_peak427552.000000 r_peak_value1.819342 rr_pre_interval301.000000 rr_post_interval298.000000 p_onset121.000000 p_onset_val1.326581 p_peak183.000000 p_peak_val0.466392 p_end274.000000 p_end_val-0.474344 qrs_onset287.000000 qrs_onset_val-0.417479 qrs_end35.000000 qrs_end_val-2.282853 t_peak121.000000 t_peak_val1.326581 t_end183.000000 t_end_val0.466392
 r_peak427850.000000 r_peak_value1.836362 rr_pre_interval298.000000 rr_post_interval297.000000 p_onset117.000000 p_onset_val1.813828 p_peak184.000000 p_peak_val-0.167632 p_end250.000000 p_end_val-0.363809 qrs_onset279.000000 qrs_onset_val-0.278135 qrs_end18.000000 qrs_end_val-0.368872 t_peak114.000000 t_peak_val1.854642 t_end165.000000 t_end_val-0.276941
 r_peak428147.000000 r_peak_value2.034484 rr_pre_interval297.000000 rr_post_interval308.000000 p_onset258.000000 p_onset_val-0.180347 p_peak287.000000 p_peak_val-0.099594 p_end293.000000 p_end_val0.106127 qrs_onset295.000000 qrs_onset_val0.159967 qrs_end34.000000 qrs_end_val-2.307823 t_peak120.000000 t_peak_val1.266870 t_end188.000000 t_end_val-0.200562
 r_peak428455.000000 r_peak_value2.119028 rr_pre_interval308.000000 rr_post_interval326.000000 p_onset130.000000 p_onset_val1.398617 p_peak246.000000 p_peak_val0.301050 p_end289.000000 p_end_val-0.333182 qrs_onset312.000000 qrs_onset_val-0.290689 qrs_end12.000000 qrs_end_val0.959138 t_peak131.000000 t_peak_val1.403962 t_end247.000000 t_end_val0.281379
 r_peak428781.000000 r_peak_value1.980832 rr_pre_interval326.000000 rr_post_interval314.000000 p_onset39.000000 p_onset_val-2.484967 p_peak189.000000 p_peak_val0.036257 p_end218.000000 p_end_val-0.312617 qrs_onset301.000000 qrs_onset_val-0.312980 qrs_end38.000000 qrs_end_val-2.415343 t_peak128.000000 t_peak_val1.456231 t_end218.000000 t_end_val-0.312617
 r_peak429095.000000 r_peak_value1.997775 rr_pre_interval314.000000 rr_post_interval301.000000 p_onset120.000000 p_onset_val1.681082 p_peak194.000000 p_peak_val-0.140832 p_end238.000000 p_end_val-0.337461 qrs_onset287.000000 qrs_onset_val-0.243638 qrs_end24.000000 qrs_end_val-0.909984 t_peak119.000000 t_peak_val1.681411 t_end172.000000 t_end_val-0.222243
 r_peak429396.000000 r_peak_value2.043432 rr_pre_interval301.000000 rr_post_interval297.000000 p_onset242.000000 p_onset_val-0.280315 p_peak270.000000 p_peak_val0.118762 p_end277.000000 p_end_val0.030534 qrs_onset284.000000 qrs_onset_val-0.053525 qrs_end20.000000 qrs_end_val-0.462053 t_peak119.000000 t_peak_val1.369468 t_end168.000000 t_end_val-0.161818
 r_peak429693.000000 r_peak_value1.965895 rr_pre_interval297.000000 rr_post_interval297.000000 p_onset120.000000 p_onset_val1.384484 p_peak206.000000 p_peak_val0.388874 p_end263.000000 p_end_val-0.474796 qrs_onset285.000000 qrs_onset_val-0.405893 qrs_end14.000000 qrs_end_val0.585424 t_peak124.000000 t_peak_val1.417478 t_end211.000000 t_end_val0.245691
 r_peak429990.000000 r_peak_value1.887460 rr_pre_interval297.000000 rr_post_interval303.000000 p_onset36.000000 p_onset_val-2.586724 p_peak185.000000 p_peak_val-0.260831 p_end214.000000 p_end_val-0.336895 qrs_onset284.000000 qrs_onset_val-0.375455 qrs_end13.000000 qrs_end_val0.396833 t_peak126.000000 t_peak_val1.538888 t_end212.000000 t_end_val-0.358024
 r_peak430293.000000 r_peak_value1.961521 rr_pre_interval303.000000 rr_post_interval316.000000 p_onset272.000000 p_onset_val-0.242305 p_peak290.000000 p_peak_val-0.229169 p_end291.000000 p_end_val-0.234655 qrs_onset298.000000 qrs_onset_val-0.226896 qrs_end36.000000 qrs_end_val-2.176193 t_peak124.000000 t_peak_val1.330727 t_end192.000000 t_end_val-0.332458
 r_peak430609.000000 r_peak_value2.088716 rr_pre_interval316.000000 rr_post_interval315.000000 p_onset239.000000 p_onset_val-0.259857 p_peak264.000000 p_peak_val0.119893 p_end274.000000 p_end_val0.020565 qrs_onset296.000000 qrs_onset_val-0.369952 qrs_end35.000000 qrs_end_val-2.146003 t_peak125.000000 t_peak_val1.419592 t_end226.000000 t_end_val-0.240672
 r_peak430924.000000 r_peak_value1.944640 rr_pre_interval315.000000 rr_post_interval311.000000 p_onset125.000000 p_onset_val1.287150 p_peak189.000000 p_peak_val0.312898 p_end231.000000 p_end_val-0.293622 qrs_onset296.000000 qrs_onset_val-0.374214 qrs_end35.000000 qrs_end_val-1.630076 t_peak123.000000 t_peak_val1.295708 t_end169.000000 t_end_val-0.111646
 r_peak431235.000000 r_peak_value1.933873 rr_pre_interval311.000000 rr_post_interval234.000000 p_onset4.000000 p_onset_val1.456412 p_peak141.000000 p_peak_val1.327806 p_end201.000000 p_end_val-0.269421 qrs_onset229.000000 qrs_onset_val2.135001 qrs_end16.000000 qrs_end_val0.226272 t_peak125.000000 t_peak_val1.749139 t_end201.000000 t_end_val-0.269421
 r_peak431469.000000 r_peak_value2.327241 rr_pre_interval234.000000 rr_post_interval316.000000 p_onset139.000000 p_onset_val0.494862 p_peak206.000000 p_peak_val0.200109 p_end280.000000 p_end_val-0.126239 qrs_onset303.000000 qrs_onset_val-0.146441 qrs_end4.000000 qrs_end_val2.175078 t_peak140.000000 t_peak_val0.501946 t_end205.000000 t_end_val0.191018
 r_peak431785.000000 r_peak_value2.118495 rr_pre_interval316.000000 rr_post_interval294.000000 p_onset36.000000 p_onset_val-2.255124 p_peak178.000000 p_peak_val-0.101705 p_end212.000000 p_end_val-0.202709 qrs_onset281.000000 qrs_onset_val0.044767 qrs_end7.000000 qrs_end_val1.352838 t_peak118.000000 t_peak_val1.311558 t_end167.000000 t_end_val-0.155184
 r_peak432079.000000 r_peak_value2.159546 rr_pre_interval294.000000 rr_post_interval295.000000 p_onset181.000000 p_onset_val-0.122444 p_peak221.000000 p_peak_val0.136162 p_end264.000000 p_end_val-0.500971 qrs_onset280.000000 qrs_onset_val-0.435596 qrs_end16.000000 qrs_end_val0.061818 t_peak118.000000 t_peak_val1.390389 t_end181.000000 t_end_val-0.122444
 r_peak432374.000000 r_peak_value1.907867 rr_pre_interval295.000000 rr_post_interval307.000000 p_onset40.000000 p_onset_val-2.319720 p_peak185.000000 p_peak_val-0.058718 p_end245.000000 p_end_val-0.395626 qrs_onset294.000000 qrs_onset_val-0.376865 qrs_end20.000000 qrs_end_val-0.198858 t_peak123.000000 t_peak_val1.255606 t_end245.000000 t_end_val-0.395626
 r_peak432681.000000 r_peak_value1.937524 rr_pre_interval307.000000 rr_post_interval318.000000 p_onset260.000000 p_onset_val-0.285673 p_peak296.000000 p_peak_val-0.189888 p_end308.000000 p_end_val-0.148681 qrs_onset311.000000 qrs_onset_val-0.123853 qrs_end29.000000 qrs_end_val-1.473214 t_peak118.000000 t_peak_val1.460631 t_end205.000000 t_end_val-0.382552
 r_peak432999.000000 r_peak_value2.216209 rr_pre_interval318.000000 rr_post_interval322.000000 p_onset261.000000 p_onset_val-0.277177 p_peak289.000000 p_peak_val0.153260 p_end295.000000 p_end_val0.066897 qrs_onset309.000000 qrs_onset_val-0.128244 qrs_end4.000000 qrs_end_val1.726491 t_peak128.000000 t_peak_val1.388153 t_end238.000000 t_end_val-0.259231
 r_peak433321.000000 r_peak_value2.100016 rr_pre_interval322.000000 rr_post_interval306.000000 p_onset121.000000 p_onset_val1.481675 p_peak205.000000 p_peak_val0.319671 p_end259.000000 p_end_val-0.475360 qrs_onset292.000000 qrs_onset_val-0.407963 qrs_end16.000000 qrs_end_val0.252084 t_peak124.000000 t_peak_val1.517867 t_end204.000000 t_end_val0.304922
 r_peak433627.000000 r_peak_value2.096364 rr_pre_interval306.000000 rr_post_interval295.000000 p_onset39.000000 p_onset_val-2.522587 p_peak185.000000 p_peak_val-0.127822 p_end245.000000 p_end_val-0.438244 qrs_onset281.000000 qrs_onset_val-0.364562 qrs_end20.000000 qrs_end_val-0.372163 t_peak130.000000 t_peak_val1.774024 t_end184.000000 t_end_val-0.143058
 r_peak433922.000000 r_peak_value2.034969 rr_pre_interval295.000000 rr_post_interval304.000000 p_onset38.000000 p_onset_val-2.593073 p_peak183.000000 p_peak_val-0.208608 p_end208.000000 p_end_val-0.265552 qrs_onset289.000000 qrs_onset_val-0.220190 qrs_end19.000000 qrs_end_val-0.354640 t_peak118.000000 t_peak_val1.525624 t_end172.000000 t_end_val-0.248153
 r_peak434226.000000 r_peak_value2.177930 rr_pre_interval304.000000 rr_post_interval226.000000 p_onset40.000000 p_onset_val-2.566192 p_peak136.000000 p_peak_val1.156786 p_end171.000000 p_end_val0.001851 qrs_onset199.000000 qrs_onset_val-0.043573 qrs_end16.000000 qrs_end_val0.687241 t_peak125.000000 t_peak_val1.339029 t_end171.000000 t_end_val0.001851
 r_peak434452.000000 r_peak_value2.181832 rr_pre_interval226.000000 rr_post_interval329.000000 p_onset229.000000 p_onset_val0.179389 p_peak264.000000 p_peak_val0.509640 p_end305.000000 p_end_val-0.237083 qrs_onset318.000000 qrs_onset_val-0.238477 qrs_end19.000000 qrs_end_val-0.229469 t_peak180.000000 t_peak_val0.108150 t_end229.000000 t_end_val0.179389
 r_peak434781.000000 r_peak_value1.962040 rr_pre_interval329.000000 rr_post_interval312.000000 p_onset161.000000 p_onset_val0.294186 p_peak188.000000 p_peak_val0.174531 p_end218.000000 p_end_val-0.293198 qrs_onset295.000000 qrs_onset_val-0.410564 qrs_end17.000000 qrs_end_val0.187179 t_peak122.000000 t_peak_val1.425013 t_end161.000000 t_end_val0.294186
 r_peak435093.000000 r_peak_value2.018777 rr_pre_interval312.000000 rr_post_interval316.000000 p_onset263.000000 p_onset_val-0.351191 p_peak295.000000 p_peak_val-0.233682 p_end296.000000 p_end_val-0.236754 qrs_onset303.000000 qrs_onset_val-0.203588 qrs_end21.000000 qrs_end_val-0.706615 t_peak122.000000 t_peak_val1.885290 t_end195.000000 t_end_val-0.328728
 r_peak435409.000000 r_peak_value2.121710 rr_pre_interval316.000000 rr_post_interval312.000000 p_onset244.000000 p_onset_val-0.210674 p_peak291.000000 p_peak_val0.129029 p_end290.000000 p_end_val0.093747 qrs_onset297.000000 qrs_onset_val-0.007789 qrs_end14.000000 qrs_end_val0.717038 t_peak124.000000 t_peak_val1.293608 t_end218.000000 t_end_val-0.244341
 r_peak435721.000000 r_peak_value2.168388 rr_pre_interval312.000000 rr_post_interval304.000000 p_onset185.000000 p_onset_val-0.106351 p_peak219.000000 p_peak_val0.260422 p_end273.000000 p_end_val-0.429437 qrs_onset291.000000 qrs_onset_val-0.362978 qrs_end21.000000 qrs_end_val-0.694342 t_peak122.000000 t_peak_val1.509730 t_end185.000000 t_end_val-0.106351
 r_peak436025.000000 r_peak_value2.025721 rr_pre_interval304.000000 rr_post_interval293.000000 p_onset36.000000 p_onset_val-2.435032 p_peak176.000000 p_peak_val-0.139952 p_end230.000000 p_end_val-0.446189 qrs_onset282.000000 qrs_onset_val-0.305894 qrs_end34.000000 qrs_end_val-2.320518 t_peak114.000000 t_peak_val1.491327 t_end183.000000 t_end_val-0.203918
 r_peak436318.000000 r_peak_value2.065110 rr_pre_interval293.000000 rr_post_interval293.000000 p_onset116.000000 p_onset_val1.517542 p_peak183.000000 p_peak_val-0.196880 p_end228.000000 p_end_val-0.341097 qrs_onset280.000000 qrs_onset_val-0.272021 qrs_end15.000000 qrs_end_val0.553166 t_peak115.000000 t_peak_val1.517902 t_end162.000000 t_end_val-0.295372
 r_peak436611.000000 r_peak_value2.137931 rr_pre_interval293.000000 rr_post_interval310.000000 p_onset247.000000 p_onset_val-0.273557 p_peak266.000000 p_peak_val0.151396 p_end274.000000 p_end_val0.002007 qrs_onset295.000000 qrs_onset_val-0.324201 qrs_end14.000000 qrs_end_val0.678292 t_peak121.000000 t_peak_val1.548604 t_end200.000000 t_end_val-0.161537
 r_peak436921.000000 r_peak_value1.733933 rr_pre_interval310.000000 rr_post_interval318.000000 p_onset128.000000 p_onset_val1.330970 p_peak207.000000 p_peak_val0.245861 p_end254.000000 p_end_val-0.407789 qrs_onset306.000000 qrs_onset_val-0.312806 qrs_end12.000000 qrs_end_val0.725204 t_peak129.000000 t_peak_val1.337522 t_end210.000000 t_end_val0.166973
 r_peak437239.000000 r_peak_value2.062429 rr_pre_interval318.000000 rr_post_interval316.000000 p_onset271.000000 p_onset_val-0.342837 p_peak292.000000 p_peak_val-0.262868 p_end293.000000 p_end_val-0.265470 qrs_onset300.000000 qrs_onset_val-0.266927 qrs_end14.000000 qrs_end_val0.549655 t_peak131.000000 t_peak_val1.794594 t_end194.000000 t_end_val-0.376503
 r_peak437555.000000 r_peak_value2.087494 rr_pre_interval316.000000 rr_post_interval307.000000 p_onset121.000000 p_onset_val1.352950 p_peak187.000000 p_peak_val-0.178256 p_end198.000000 p_end_val-0.209698 qrs_onset289.000000 qrs_onset_val-0.231237 qrs_end27.000000 qrs_end_val-1.417507 t_peak119.000000 t_peak_val1.353122 t_end170.000000 t_end_val-0.233414
 r_peak437862.000000 r_peak_value2.168731 rr_pre_interval307.000000 rr_post_interval600.000000 p_onset308.000000 p_onset_val1.417477 p_peak420.000000 p_peak_val1.184189 p_end458.000000 p_end_val0.004957 qrs_onset586.000000 qrs_onset_val-0.384922 qrs_end21.000000 qrs_end_val-0.510204 t_peak303.000000 t_peak_val1.930721 t_end341.000000 t_end_val-2.251551
 r_peak438462.000000 r_peak_value1.990956 rr_pre_interval600.000000 rr_post_interval302.000000 p_onset248.000000 p_onset_val-0.337446 p_peak281.000000 p_peak_val-0.243542 p_end282.000000 p_end_val-0.251316 qrs_onset289.000000 qrs_onset_val-0.272915 qrs_end16.000000 qrs_end_val0.694216 t_peak119.000000 t_peak_val1.531003 t_end188.000000 t_end_val-0.276582
 r_peak438764.000000 r_peak_value2.092570 rr_pre_interval302.000000 rr_post_interval303.000000 p_onset236.000000 p_onset_val-0.212477 p_peak282.000000 p_peak_val0.089435 p_end282.000000 p_end_val0.089435 qrs_onset289.000000 qrs_onset_val0.159326 qrs_end18.000000 qrs_end_val0.268481 t_peak118.000000 t_peak_val1.260407 t_end170.000000 t_end_val-0.303905
 r_peak439067.000000 r_peak_value2.243010 rr_pre_interval303.000000 rr_post_interval310.000000 p_onset125.000000 p_onset_val1.482101 p_peak223.000000 p_peak_val0.177459 p_end279.000000 p_end_val-0.460660 qrs_onset298.000000 qrs_onset_val-0.370770 qrs_end13.000000 qrs_end_val0.899577 t_peak125.000000 t_peak_val1.482101 t_end222.000000 t_end_val0.167271
 r_peak439377.000000 r_peak_value2.118260 rr_pre_interval310.000000 rr_post_interval318.000000 p_onset126.000000 p_onset_val1.254529 p_peak225.000000 p_peak_val-0.341378 p_end231.000000 p_end_val-0.379811 qrs_onset305.000000 qrs_onset_val-0.342368 qrs_end17.000000 qrs_end_val0.179357 t_peak128.000000 t_peak_val1.265501 t_end226.000000 t_end_val-0.341927
 r_peak439695.000000 r_peak_value2.360109 rr_pre_interval318.000000 rr_post_interval317.000000 p_onset250.000000 p_onset_val-0.399559 p_peak296.000000 p_peak_val-0.289875 p_end298.000000 p_end_val-0.288057 qrs_onset305.000000 qrs_onset_val-0.211740 qrs_end21.000000 qrs_end_val-0.242712 t_peak124.000000 t_peak_val1.540470 t_end200.000000 t_end_val-0.356583
 r_peak440012.000000 r_peak_value2.382869 rr_pre_interval317.000000 rr_post_interval592.000000 p_onset306.000000 p_onset_val1.411804 p_peak417.000000 p_peak_val1.457428 p_end491.000000 p_end_val0.364950 qrs_onset579.000000 qrs_onset_val-0.388479 qrs_end17.000000 qrs_end_val0.495926 t_peak301.000000 t_peak_val2.077572 t_end336.000000 t_end_val-2.385689
 r_peak440604.000000 r_peak_value1.981648 rr_pre_interval592.000000 rr_post_interval299.000000 p_onset123.000000 p_onset_val1.531565 p_peak190.000000 p_peak_val-0.234109 p_end211.000000 p_end_val-0.348279 qrs_onset283.000000 qrs_onset_val-0.330427 qrs_end15.000000 qrs_end_val0.332995 t_peak120.000000 t_peak_val1.536283 t_end166.000000 t_end_val-0.316900
 r_peak440903.000000 r_peak_value2.037771 rr_pre_interval299.000000 rr_post_interval303.000000 p_onset257.000000 p_onset_val-0.196989 p_peak281.000000 p_peak_val-0.141880 p_end290.000000 p_end_val-0.124262 qrs_onset291.000000 qrs_onset_val-0.122961 qrs_end32.000000 qrs_end_val-2.179314 t_peak113.000000 t_peak_val1.396748 t_end117.000000 t_end_val1.369868
 r_peak441206.000000 r_peak_value2.101052 rr_pre_interval303.000000 rr_post_interval318.000000 p_onset226.000000 p_onset_val-0.225783 p_peak255.000000 p_peak_val0.144892 p_end291.000000 p_end_val-0.334810 qrs_onset303.000000 qrs_onset_val-0.325499 qrs_end20.000000 qrs_end_val-0.079450 t_peak128.000000 t_peak_val1.082950 t_end226.000000 t_end_val-0.225783
 r_peak441524.000000 r_peak_value1.857307 rr_pre_interval318.000000 rr_post_interval316.000000 p_onset132.000000 p_onset_val1.073806 p_peak196.000000 p_peak_val0.183934 p_end243.000000 p_end_val-0.286080 qrs_onset301.000000 qrs_onset_val-0.336177 qrs_end24.000000 qrs_end_val-0.067693 t_peak135.000000 t_peak_val1.089386 t_end191.000000 t_end_val0.158275
 r_peak441840.000000 r_peak_value1.944669 rr_pre_interval316.000000 rr_post_interval310.000000 p_onset245.000000 p_onset_val-0.346913 p_peak287.000000 p_peak_val-0.228088 p_end291.000000 p_end_val-0.201208 qrs_onset298.000000 qrs_onset_val-0.148856 qrs_end22.000000 qrs_end_val-0.613449 t_peak119.000000 t_peak_val1.786098 t_end189.000000 t_end_val-0.306585
